,viol_main,viol_win,utility
0,0,0,48.35999233333334
1,0,0,47.94200433333334
2,0,0,47.94200433333334
3,0,0,47.90293133333334
4,0,0,44.78721533333334
5,0,0,43.20962633333334
6,0,0,43.20962633333334
7,0,0,43.20962633333334
8,0,0,43.20962633333334
9,0,0,43.20962633333334
10,0,0,43.20962633333334
11,0,0,43.20962633333334
12,0,0,43.20962633333334
13,0,0,43.20962633333334
14,0,0,43.20962633333334
15,0,0,43.20962633333334
16,0,0,43.20962633333334
17,0,0,43.20962633333334
18,0,0,43.20962633333334
19,0,0,43.20962633333334
20,0,0,43.20962633333334
21,0,0,43.20962633333334
22,0,0,43.20962633333334
23,0,0,43.20962633333334
24,0,0,40.24137833333335
25,0,0,40.24137833333335
26,0,0,40.24137833333335
27,0,0,40.24137833333335
28,0,0,40.24137833333335
29,0,0,40.24137833333335
30,0,0,40.24137833333335
31,0,0,40.24137833333335
32,0,0,40.24137833333335
33,0,0,40.24137833333335
34,0,0,40.24137833333335
35,0,0,40.24137833333335
36,0,0,40.24137833333335
37,0,0,40.24137833333335
38,0,0,40.24137833333335
39,0,0,40.24137833333335
40,0,0,40.24137833333335
41,0,0,40.24137833333335
42,0,0,40.24137833333335
43,0,0,40.24137833333335
44,0,0,40.24137833333335
45,0,0,40.24137833333335
46,0,0,40.24137833333335
47,0,0,40.24137833333335
48,0,0,40.24137833333335
49,0,0,40.24137833333335
50,0,0,40.24137833333335
51,0,0,40.24137833333335
52,0,0,40.24137833333335
53,0,0,40.24137833333335
54,0,0,40.24137833333335
55,0,0,40.24137833333335
56,0,0,40.24137833333335
57,0,0,40.24137833333335
58,0,0,40.24137833333335
59,0,0,40.24137833333335
60,0,0,40.24137833333335
61,0,0,40.24137833333335
62,0,0,40.24137833333335
63,0,0,40.24137833333335
64,0,0,40.24137833333335
65,0,0,40.24137833333335
66,0,0,40.24137833333335
67,0,0,40.24137833333335
68,0,0,40.24137833333335
69,0,0,40.24137833333335
70,0,0,40.24137833333335
71,0,0,40.24137833333335
72,0,0,40.24137833333335
73,0,0,40.24137833333335
74,0,0,40.24137833333335
75,0,0,40.24137833333335
76,0,0,40.24137833333335
77,0,0,40.24137833333335
78,0,0,40.24137833333335
79,0,0,40.24137833333335
80,0,0,40.24137833333335
81,0,0,40.24137833333335
82,0,0,40.24137833333335
83,0,0,40.24137833333335
84,0,0,40.24137833333335
85,0,0,40.24137833333335
86,0,0,40.24137833333335
87,0,0,40.24137833333335
88,0,0,40.24137833333335
89,0,0,40.24137833333335
90,0,0,40.24137833333335
91,0,0,40.24137833333335
92,0,0,40.24137833333335
93,0,0,40.24137833333335
94,0,0,40.24137833333335
95,0,0,40.24137833333335
96,0,0,40.24137833333335
97,0,0,40.24137833333335
98,0,0,40.24137833333335
99,0,0,40.24137833333335
100,0,0,40.24137833333335
101,0,0,40.24137833333335
102,0,0,40.24137833333335
103,0,0,40.24137833333335
104,0,0,40.24137833333335
105,0,0,40.24137833333335
106,0,0,40.24137833333335
107,0,0,40.24137833333335
108,0,0,40.24137833333335
109,0,0,40.24137833333335
110,0,0,40.24137833333335
111,0,0,40.24137833333335
112,0,0,40.24137833333335
113,0,0,40.24137833333335
114,0,0,40.24137833333335
115,0,0,40.24137833333335
116,0,0,40.24137833333335
117,0,0,40.24137833333335
118,0,0,40.24137833333335
119,0,0,40.24137833333335
120,0,0,40.24137833333335
121,0,0,40.24137833333335
122,0,0,40.24137833333335
123,0,0,40.24137833333335
124,0,0,40.24137833333335
125,0,0,40.24137833333335
126,0,0,40.24137833333335
127,0,0,40.24137833333335
128,0,0,40.24137833333335
129,0,0,40.24137833333335
130,0,0,40.24137833333335
131,0,0,40.24137833333335
132,0,0,40.24137833333335
133,0,0,40.24137833333335
134,0,0,40.24137833333335
135,0,0,40.24137833333335
136,0,0,40.24137833333335
137,0,0,40.24137833333335
138,0,0,40.24137833333335
139,0,0,40.24137833333335
140,0,0,40.24137833333335
141,0,0,40.24137833333335
142,0,0,40.24137833333335
143,0,0,40.24137833333335
144,0,0,40.24137833333335
145,0,0,40.24137833333335
